source              ,target              ,articles
5706353703463528776 ,-2234739453058822859,2269
6091689289007310276 ,-8385357557969973858,1007
6232840699060590306 ,6306074510567183512 ,1035
6382886405921188060 ,3653050014644792415 ,1780
6605055440449213852 ,-319213317550603216 ,1131
6700158222676742348 ,-3034747171331345424,2080
7576240094557435372 ,-2030977886066610622,1277
7871747628767178370 ,-319213317550603216 ,6008
8216699179086341487 ,3045206282787798650 ,1734
8221521381664606233 ,-4300582705767753623,1558
8630810678956296831 ,-7405476888601717247,1133
9086266514952383251 ,-2030977886066610622,1001
-9048825507867601153,7538947819750950667 ,1854
-8354583715484812084,7871747628767178370 ,2200
-8283919745813232577,6766351512512527647 ,1349
-7512783134188039914,-5123806391895283158,1405
-7036573288380974412,7538947819750950667 ,1487
-5078956532520726013,-2030977886066610622,2551
-3295792317031217963,-2030977886066610622,2178
-2498084582014429470,-8702971161602665376,1184
-2395062809228361683,6700158222676742348 ,1125
-2209714333319565875,2330092998442649523 ,1797
-2209714333319565875,6382886405921188060 ,6632
-2030977886066610622,-603155051097730115 ,2113
-1898434984717323372,-6380341718939214796,1327
-1861103706999304260,5679758924589637024 ,1031
-1575684124537842350,-4119471098201915446,1016
-319213317550603216 ,2103532825457102704 ,1206
-232442968513540034 ,-7531676124604896595,1014
298627900943414666  ,-319213317550603216 ,3305
358803945599325659  ,-2030977886066610622,1195
476135616677260618  ,-4001722324483238694,5295
922999064520858995  ,2359071505835446334 ,1559
1030373636060469033 ,3031870671523911770 ,1298
1239823298764786415 ,-319213317550603216 ,2643
2068313584669147388 ,-2234739453058822859,2288
2325739286784425951 ,9030877580491562914 ,1141
3018477597755113547 ,905554212738677508  ,1529
4018041505326134685 ,-5745752302975025861,1037
4598025016433322182 ,5745090389146023302 ,1216
6132887020992818052 ,-61747791082459030  ,1092
6382886405921188060 ,-6671140351889828938,1341
6891633248965691680 ,-1808812747603547780,5968
7980966127475085415 ,7871747628767178370 ,1099
-8800856954420026473,1932551752666018672 ,2587
-8706916677913996911,6891633248965691680 ,1845
-8354583715484812084,-4584259589746295249,1864
-6557087886148043414,2007965506053575896 ,1296
-6406004153667163617,-5842301292766507296,1312
-6403456506570260016,2119354951289933627 ,1392
-6032953878285540342,6382886405921188060 ,2139
-5969770817905725727,-5123806391895283158,2300
-5123806391895283158,-5378480904394717705,1497
-4714869850286056982,-9154042248315997889,1338
-3922507348792021692,-319213317550603216 ,3318
-3136933928667018684,3668838806884381306 ,1119
-2965729282070997844,1554551611396352462 ,1044
-2876979887011961297,-2030977886066610622,1047
-2209714333319565875,-6150731274223034299,1181
-2209714333319565875,-703758798842958219 ,1107
-1816866046870158706,1885508936130033677 ,1260
-1808812747603547780,-2935971305745324674,1089
-1731027801387243744,-319213317550603216 ,1943
-1575684124537842350,-8705540068739447259,1111
-1264356401435835211,2082255006670207919 ,2288
-319213317550603216 ,4699081836471567702 ,1212
-195293542193935170 ,779128267551182966  ,1358
255048026679909788  ,-441503973431915681 ,3039
633087338846443428  ,-7724929033795123330,1079
633087338846443428  ,1731868121115529840 ,2422
1098278059664356283 ,-3884059009727799939,1372
1832510329768604584 ,-232442968513540034 ,2294
2199154810170484383 ,6382886405921188060 ,1218
2784257201517212856 ,5690402462881397655 ,1408
3002300466829421889 ,1239823298764786415 ,1055
3031870671523911770 ,5805385331953026650 ,1302
4024005794333692284 ,-8354583715484812084,1505
4184381332395750060 ,-758527018290989534 ,2762
5946092395964618595 ,-2030977886066610622,1306
6342774253820456939 ,-2030977886066610622,1942
6382886405921188060 ,8465637361048996806 ,1377
7090419308735054832 ,-2030977886066610622,3229
7538947819750950667 ,6621018677691448471 ,1954
8505632942591836846 ,-6270542319968030505,1103
8735549545327376262 ,5940218454637650695 ,2642
-8354583715484812084,-5044865441892422651,1113
-6817692648362739035,-3587018700784064825,1021
-5841166777524364385,3623984439404617066 ,1268
-5825783656841140364,8221521381664606233 ,1071
-4729589068185710698,-5960365032131816100,1040
-4119471098201915446,-8422424525951467977,1089
-3463722585218783619,360482089417387317  ,1991
-2776212706572237214,-2498084582014429470,1351
-2209714333319565875,9014183989093063301 ,2233
-2030977886066610622,-1031268946513902603,1314
-1803485448045374332,648803521752926221  ,1110
-814913746738782376 ,476135616677260618  ,1132
-758527018290989534 ,-7528366902548308   ,1106
-645147010875212004 ,3983001033083476074 ,1260
-441503973431915681 ,972166625298665897  ,9975
-319213317550603216 ,-3295792317031217963,1014
-319213317550603216 ,-3131478713916425544,6860
-319213317550603216 ,-2376203089953264870,9952
-319213317550603216 ,-2237566934801120401,1092
-319213317550603216 ,-1816866046870158706,1016
-319213317550603216 ,1395096736277627200 ,1278
-319213317550603216 ,3031870671523911770 ,1078
476135616677260618  ,-966112708407853123 ,1305
495912723314298339  ,3444304931624107770 ,1038
1554551611396352462 ,1604283612793396827 ,1162
1816234862579105910 ,8857432932656682524 ,2084
1832510329768604584 ,-2376203089953264870,1879
2784257201517212856 ,-7512783134188039914,1433
4425446607498999068 ,5938483825255926276 ,1374
6132887020992818052 ,-5028022412942399129,1009
6232840699060590306 ,-8499908249375507275,1027
6382886405921188060 ,-4729589068185710698,2305
7538947819750950667 ,-4797701703970492641,1357
7637037118574180081 ,5679758924589637024 ,2061
7672341117243153760 ,2995836344708591032 ,3421
7871747628767178370 ,-6403456506570260016,2896
7871747628767178370 ,-3514601723494205038,1174
8001590646103101301 ,476135616677260618  ,2194
8521781164735264993 ,-3667304286433625432,1348
8770548263920305041 ,-2209714333319565875,5091
8848501731074738718 ,360482089417387317  ,1225
9034411090304042247 ,1932551752666018672 ,1229
-8354583715484812084,-1843037069962836581,3207
-7512783134188039914,-4729589068185710698,1449
-6559970940915010976,-319213317550603216 ,1827
-5826454461003635026,1215002096928707874 ,2080
-5544868121618226955,7538947819750950667 ,4568
-4678795136086809460,8984620194342160184 ,1803
-3478596020125486938,5602245785061237038 ,1296
-2030977886066610622,7145975412335589964 ,1161
-1898434984717323372,1943401871528076639 ,3195
-1816866046870158706,-6483147917796880897,1355
-554187375508143523 ,-5123806391895283158,1804
-441503973431915681 ,2235637275526571256 ,4475
-319213317550603216 ,-3587018700784064825,1966
-319213317550603216 ,-3034747171331345424,2588
-319213317550603216 ,-2138437462078074953,1495
-319213317550603216 ,7502968584168722053 ,1149
-232442968513540034 ,9086266514952383251 ,1134
633087338846443428  ,-2030977886066610622,11626
1673031328778730547 ,-319213317550603216 ,1741
1832510329768604584 ,-7997757466815276871,1296
2472438969957637576 ,-2540231989603794937,1030
2560990076534926848 ,-1843037069962836581,1420
2784257201517212856 ,-1842418496910161609,1033
3031870671523911770 ,1030373636060469033 ,1298
3392124192403595158 ,-319213317550603216 ,1127
3434937228167692261 ,4631402643363605340 ,1158
3713775365901322386 ,-6378648197850386867,1499
4184381332395750060 ,-319213317550603216 ,3610
4631402643363605340 ,3434937228167692261 ,1158
5690402462881397655 ,2784257201517212856 ,1408
5938483825255926276 ,863436866251183678  ,1021
6766351512512527647 ,-8283919745813232577,1349
8132684862963203237 ,2082255006670207919 ,2288
8299787979116023539 ,1215002096928707874 ,1195
8344494712559261140 ,7621232311076131365 ,1233
8670665194432039431 ,-1808812747603547780,3582
9014183989093063301 ,6611336480032655854 ,1066
9164093149223641419 ,-4729589068185710698,2364
-8778605200936573775,4024005794333692284 ,1578
-8283919745813232577,7335818529221202219 ,1226
-7952294823190575687,-977966794734927473 ,3219
-6133912064376264177,-319213317550603216 ,1789
-5960365032131816100,-319213317550603216 ,1016
-5394155352991283277,2995836344708591032 ,1072
-4678795136086809460,7622153264349607146 ,1413
-4595461474310074429,2605366745580009142 ,1172
-4300582705767753623,8221521381664606233 ,1558
-2757360214972800765,-2030977886066610622,1678
-2446107919545999447,-2030977886066610622,2125
-2209714333319565875,633087338846443428  ,3281
-2030977886066610622,4018041505326134685 ,3822
-1842418496910161609,6382886405921188060 ,4734
-758527018290989534 ,7538947819750950667 ,1253
-319213317550603216 ,1960007279431588856 ,1035
-232442968513540034 ,-2030977886066610622,19672
-73500730170830284  ,-4225374835328451288,1036
1098278059664356283 ,1004482192890443612 ,1022
2848041216899638147 ,-2597550477887731461,1651
2995836344708591032 ,7672341117243153760 ,3421
3092674418480392924 ,5163195876704305245 ,1934
4024005794333692284 ,3713775365901322386 ,1044
4184381332395750060 ,633087338846443428  ,4413
5985616868485889608 ,-2030977886066610622,2053
6381873041093583154 ,-5842301292766507296,1883
6868110971464094423 ,-1086463102053860736,3204
7423561033629485258 ,7871747628767178370 ,1037
7538947819750950667 ,6947547608906196067 ,3851
7871747628767178370 ,-5134555718574928434,1023
-7104563295770410615,1832510329768604584 ,1150
-6817692648362739035,-5546905861789152862,1697
-6212011444670596833,-4729589068185710698,2807
-5825783656841140364,-2378702456246833943,1186
-5436147869070522378,476135616677260618  ,1058
-4678795136086809460,7871747628767178370 ,1663
-3922507348792021692,1943401871528076639 ,1395
-3587018700784064825,-6817692648362739035,1021
-3131478713916425544,6611336480032655854 ,1057
-2730035321493431482,5940218454637650695 ,1327
-2721946395184879286,-8288940420225851572,1743
-2498084582014429470,-2590648221219211668,3333
-2209714333319565875,-1143221419536893729,1243
-2030977886066610622,-7910751992240669385,1538
-2030977886066610622,3043621579077480904 ,2538
-2030977886066610622,3191681007900562616 ,1279
-2030977886066610622,6008067634782732883 ,1253
-2030977886066610622,9014183989093063301 ,6779
-1898434984717323372,-2030977886066610622,2220
-1652469311467641984,1832510329768604584 ,3039
-814913746738782376 ,7871747628767178370 ,1034
-758527018290989534 ,-2030977886066610622,1437
-319213317550603216 ,-6921004375998832904,5451
-319213317550603216 ,-1843037069962836581,13983
-319213317550603216 ,3871463264121914972 ,1455
-319213317550603216 ,6611336480032655854 ,2346
-319213317550603216 ,9181171295236226766 ,1391
360482089417387317  ,-7695077803468780495,1168
476135616677260618  ,-8306920077234587998,2721
2082255006670207919 ,-2234739453058822859,2288
2784257201517212856 ,-1808812747603547780,1160
3968009107423201800 ,360482089417387317  ,1971
4038455739488905858 ,-4389296294014978424,1017
4491408375132580815 ,-6527875328048058380,1439
6008067634782732883 ,-195293542193935170 ,1878
6381873041093583154 ,-9154042248315997889,1789
6382886405921188060 ,3392124192403595158 ,1040
6700158222676742348 ,4047807845302405442 ,1096
6700158222676742348 ,6915440518388851069 ,1402
6891633248965691680 ,7701366164418666024 ,1400
6919108881676297410 ,9169138842085312889 ,1498
7871747628767178370 ,-7075739384072536391,3980
8086321949898543665 ,420550103407222207  ,1192
9014183989093063301 ,-7764520725921474676,1136
-8714613529726824628,-2030977886066610622,1115
-8702971161602665376,476135616677260618  ,1640
-7997757466815276871,-3034908872723999323,1285
-7785477001454473023,6382886405921188060 ,1184
-7394264953874666219,-2030977886066610622,1719
-6547665733824167393,2784257201517212856 ,1143
-6150731274223034299,1544717718399102752 ,1403
-4729589068185710698,-1731027801387243744,1304
-3922507348792021692,-2030977886066610622,1493
-3115061109124204948,-2180389149550549525,1764
-2573317583224643731,6159299216786126563 ,1164
-2292005235093902488,-2030977886066610622,1235
-2209714333319565875,-3650651969813047305,1144
-2049965148602611775,5679758924589637024 ,1036
-2030977886066610622,-7360278664246742593,2870
-2030977886066610622,-1898434984717323372,2220
-2030977886066610622,-645147010875212004 ,3167
-319213317550603216 ,-4714869850286056982,1870
-319213317550603216 ,1895831117862637425 ,1006
-319213317550603216 ,4282139899318826593 ,3431
-319213317550603216 ,9086266514952383251 ,10972
-232442968513540034 ,6382886405921188060 ,3634
67129535048934305   ,8665137029853177390 ,1155
1650545901460872628 ,1356088846257484978 ,1075
3018477597755113547 ,-232442968513540034 ,1430
3815815919996108488 ,360482089417387317  ,1541
3968009107423201800 ,8848501731074738718 ,1234
4699081836471567702 ,-319213317550603216 ,1212
5679758924589637024 ,-319213317550603216 ,1699
6228466112440827679 ,-2158790193493657764,1073
6306074510567183512 ,-8778605200936573775,1341
6342774253820456939 ,7621232311076131365 ,1619
7538947819750950667 ,-319213317550603216 ,4515
7982995984997058278 ,-8180303330334575413,1180
8735549545327376262 ,8174476266717855933 ,2434
-8709505537947231862,-7910751992240669385,2268
-5123806391895283158,-5028022412942399129,1504
-4852392759553749001,-5470782197706017503,1991
-4729589068185710698,-4389296294014978424,1004
-4584259589746295249,-3466288976667784699,1042
-4383427925976837532,9014183989093063301 ,1256
-2730035321493431482,8735549545327376262 ,5317
-2030977886066610622,-4399356968157604483,1728
-2030977886066610622,-3135427461330758141,1036
-2030977886066610622,358803945599325659  ,1195
-1652469311467641984,-4584259589746295249,2821
-1652469311467641984,1943401871528076639 ,2884
-554187375508143523 ,-4894173984603446875,1001
-441503973431915681 ,-5123806391895283158,1488
-319213317550603216 ,-5546905861789152862,3596
-319213317550603216 ,-4300582705767753623,2150
-319213317550603216 ,-3039287807637284542,1950
-319213317550603216 ,-983490177740571051 ,1215
648803521752926221  ,-6862812080889638013,1192
1901963416073961874 ,476135616677260618  ,1604
3018477597755113547 ,-319213317550603216 ,3294
3043621579077480904 ,-2030977886066610622,2538
4047807845302405442 ,-1816866046870158706,1104
4184381332395750060 ,2784257201517212856 ,1453
4631402643363605340 ,5347642570561376943 ,1069
4699081836471567702 ,1832510329768604584 ,1077
5148248206110164236 ,6877548276407382121 ,2095
5188870395308200992 ,4024005794333692284 ,1479
5938483825255926276 ,-319213317550603216 ,6513
6342774253820456939 ,8848501731074738718 ,1231
7090419308735054832 ,-319213317550603216 ,5400
8132684862963203237 ,8632782506516917507 ,2288
9164093149223641419 ,1932551752666018672 ,1190
-9154042248315997889,-2030977886066610622,4238
-9136938695385269239,-1652469311467641984,1408
-8499908249375507275,-4766036086394000160,1055
-8288940420225851572,-2721946395184879286,1743
-7695077803468780495,4109688446981792170 ,1200
-6406004153667163617,6381873041093583154 ,1021
-6150731274223034299,-4389296294014978424,1109
-5480124283334723750,5745090389146023302 ,1156
-4894173984603446875,-2030977886066610622,4632
-3034747171331345424,5938483825255926276 ,2481
-2030977886066610622,-7075739384072536391,1019
-977966794734927473 ,6382886405921188060 ,1200
-554187375508143523 ,-4729589068185710698,1181
-319213317550603216 ,-5017367824652228076,1299
